scenario,parameter,domain,level,outcome,value,baseline_value,delta_from_baseline
tamponade,alveolar_oxygen_reserve,respiration,0.875,spo2_nadir,94.355,95.98,-1.625
tamponade,alveolar_oxygen_reserve,respiration,0.875,map_nadir,48.84,48.84,0.0
tamponade,alveolar_oxygen_reserve,respiration,0.875,lactate_peak,1.944,1.944,0.0
tamponade,alveolar_oxygen_reserve,respiration,0.875,rescue_margin,0.889,0.889,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.0167,spo2_nadir,96.197,95.98,0.217
tamponade,alveolar_oxygen_reserve,respiration,1.0167,map_nadir,48.84,48.84,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.0167,lactate_peak,1.944,1.944,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.0167,rescue_margin,0.889,0.889,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.1583,spo2_nadir,98.038,95.98,2.058
tamponade,alveolar_oxygen_reserve,respiration,1.1583,map_nadir,48.84,48.84,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.1583,lactate_peak,1.944,1.944,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.1583,rescue_margin,0.889,0.889,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.3,spo2_nadir,99.88,95.98,3.9
tamponade,alveolar_oxygen_reserve,respiration,1.3,map_nadir,48.84,48.84,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.3,lactate_peak,1.944,1.944,0.0
tamponade,alveolar_oxygen_reserve,respiration,1.3,rescue_margin,0.889,0.889,0.0
tamponade,airway_resistance_factor,respiration,0.8,spo2_nadir,95.98,95.98,0.0
tamponade,airway_resistance_factor,respiration,0.8,map_nadir,48.84,48.84,0.0
tamponade,airway_resistance_factor,respiration,0.8,lactate_peak,1.944,1.944,0.0
tamponade,airway_resistance_factor,respiration,0.8,rescue_margin,0.889,0.889,0.0
tamponade,airway_resistance_factor,respiration,1.0333,spo2_nadir,95.365,95.98,-0.615
tamponade,airway_resistance_factor,respiration,1.0333,map_nadir,48.84,48.84,0.0
tamponade,airway_resistance_factor,respiration,1.0333,lactate_peak,1.944,1.944,0.0
tamponade,airway_resistance_factor,respiration,1.0333,rescue_margin,0.889,0.889,0.0
tamponade,airway_resistance_factor,respiration,1.2667,spo2_nadir,91.051,95.98,-4.929
tamponade,airway_resistance_factor,respiration,1.2667,map_nadir,48.84,48.84,0.0
tamponade,airway_resistance_factor,respiration,1.2667,lactate_peak,2.019,1.944,0.075
tamponade,airway_resistance_factor,respiration,1.2667,rescue_margin,0.865,0.889,-0.024
tamponade,airway_resistance_factor,respiration,1.5,spo2_nadir,86.74,95.98,-9.24
tamponade,airway_resistance_factor,respiration,1.5,map_nadir,48.84,48.84,0.0
tamponade,airway_resistance_factor,respiration,1.5,lactate_peak,2.364,1.944,0.42
tamponade,airway_resistance_factor,respiration,1.5,rescue_margin,0.758,0.889,-0.131
tamponade,airway_resistance_factor,respiration,1.7333,spo2_nadir,82.429,95.98,-13.551
tamponade,airway_resistance_factor,respiration,1.7333,map_nadir,47.207,48.84,-1.633
tamponade,airway_resistance_factor,respiration,1.7333,lactate_peak,2.827,1.944,0.883
tamponade,airway_resistance_factor,respiration,1.7333,rescue_margin,0.62,0.889,-0.269
tamponade,airway_resistance_factor,respiration,1.9667,spo2_nadir,78.115,95.98,-17.865
tamponade,airway_resistance_factor,respiration,1.9667,map_nadir,45.573,48.84,-3.267
tamponade,airway_resistance_factor,respiration,1.9667,lactate_peak,3.29,1.944,1.346
tamponade,airway_resistance_factor,respiration,1.9667,rescue_margin,0.477,0.889,-0.412
tamponade,airway_resistance_factor,respiration,2.2,spo2_nadir,73.804,95.98,-22.176
tamponade,airway_resistance_factor,respiration,2.2,map_nadir,43.94,48.84,-4.9
tamponade,airway_resistance_factor,respiration,2.2,lactate_peak,3.752,1.944,1.808
tamponade,airway_resistance_factor,respiration,2.2,rescue_margin,0.331,0.889,-0.558
tamponade,lactate_clearance_factor,metabolism,0.45,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,0.45,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,0.45,lactate_peak,2.486,1.944,0.542
tamponade,lactate_clearance_factor,metabolism,0.45,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,0.5917,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,0.5917,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,0.5917,lactate_peak,2.25,1.944,0.306
tamponade,lactate_clearance_factor,metabolism,0.5917,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,0.7333,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,0.7333,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,0.7333,lactate_peak,2.105,1.944,0.161
tamponade,lactate_clearance_factor,metabolism,0.7333,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,0.875,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,0.875,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,0.875,lactate_peak,2.007,1.944,0.063
tamponade,lactate_clearance_factor,metabolism,0.875,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,1.0167,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,1.0167,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,1.0167,lactate_peak,1.936,1.944,-0.008
tamponade,lactate_clearance_factor,metabolism,1.0167,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,1.1583,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,1.1583,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,1.1583,lactate_peak,1.883,1.944,-0.061
tamponade,lactate_clearance_factor,metabolism,1.1583,rescue_margin,0.889,0.889,0.0
tamponade,lactate_clearance_factor,metabolism,1.3,spo2_nadir,95.98,95.98,0.0
tamponade,lactate_clearance_factor,metabolism,1.3,map_nadir,48.84,48.84,0.0
tamponade,lactate_clearance_factor,metabolism,1.3,lactate_peak,1.841,1.944,-0.103
tamponade,lactate_clearance_factor,metabolism,1.3,rescue_margin,0.889,0.889,0.0
dka_shock,preload_factor,hemodynamics,0.65,spo2_nadir,95.56,96.4,-0.84
dka_shock,preload_factor,hemodynamics,0.65,map_nadir,49.876,59.2,-9.324
dka_shock,preload_factor,hemodynamics,0.65,lactate_peak,1.915,1.5,0.415
dka_shock,preload_factor,hemodynamics,0.65,rescue_margin,0.908,1.0,-0.092
dka_shock,preload_factor,hemodynamics,0.75,spo2_nadir,95.8,96.4,-0.6
dka_shock,preload_factor,hemodynamics,0.75,map_nadir,52.54,59.2,-6.66
dka_shock,preload_factor,hemodynamics,0.75,lactate_peak,1.699,1.5,0.199
dka_shock,preload_factor,hemodynamics,0.75,rescue_margin,0.956,1.0,-0.044
dka_shock,preload_factor,hemodynamics,0.85,spo2_nadir,96.04,96.4,-0.36
dka_shock,preload_factor,hemodynamics,0.85,map_nadir,55.204,59.2,-3.996
dka_shock,preload_factor,hemodynamics,0.85,lactate_peak,1.5,1.5,0.0
dka_shock,preload_factor,hemodynamics,0.85,rescue_margin,1.0,1.0,0.0
dka_shock,preload_factor,hemodynamics,0.95,spo2_nadir,96.28,96.4,-0.12
dka_shock,preload_factor,hemodynamics,0.95,map_nadir,57.868,59.2,-1.332
dka_shock,preload_factor,hemodynamics,0.95,lactate_peak,1.5,1.5,0.0
dka_shock,preload_factor,hemodynamics,0.95,rescue_margin,1.0,1.0,0.0
dka_shock,preload_factor,hemodynamics,1.05,spo2_nadir,96.52,96.4,0.12
dka_shock,preload_factor,hemodynamics,1.05,map_nadir,60.532,59.2,1.332
dka_shock,preload_factor,hemodynamics,1.05,lactate_peak,1.5,1.5,0.0
dka_shock,preload_factor,hemodynamics,1.05,rescue_margin,1.0,1.0,0.0
dka_shock,preload_factor,hemodynamics,1.15,spo2_nadir,96.76,96.4,0.36
dka_shock,preload_factor,hemodynamics,1.15,map_nadir,63.196,59.2,3.996
dka_shock,preload_factor,hemodynamics,1.15,lactate_peak,1.5,1.5,0.0
dka_shock,preload_factor,hemodynamics,1.15,rescue_margin,1.0,1.0,0.0
dka_shock,preload_factor,hemodynamics,1.25,spo2_nadir,97.0,96.4,0.6
dka_shock,preload_factor,hemodynamics,1.25,map_nadir,65.86,59.2,6.66
dka_shock,preload_factor,hemodynamics,1.25,lactate_peak,1.5,1.5,0.0
dka_shock,preload_factor,hemodynamics,1.25,rescue_margin,1.0,1.0,0.0
dka_shock,svr_factor,hemodynamics,0.55,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,0.55,map_nadir,52.54,59.2,-6.66
dka_shock,svr_factor,hemodynamics,0.55,lactate_peak,1.699,1.5,0.199
dka_shock,svr_factor,hemodynamics,0.55,rescue_margin,0.956,1.0,-0.044
dka_shock,svr_factor,hemodynamics,0.7,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,0.7,map_nadir,54.76,59.2,-4.44
dka_shock,svr_factor,hemodynamics,0.7,lactate_peak,1.519,1.5,0.019
dka_shock,svr_factor,hemodynamics,0.7,rescue_margin,0.996,1.0,-0.004
dka_shock,svr_factor,hemodynamics,0.85,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,0.85,map_nadir,56.98,59.2,-2.22
dka_shock,svr_factor,hemodynamics,0.85,lactate_peak,1.5,1.5,0.0
dka_shock,svr_factor,hemodynamics,0.85,rescue_margin,1.0,1.0,0.0
dka_shock,svr_factor,hemodynamics,1.0,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,1.0,map_nadir,59.2,59.2,0.0
dka_shock,svr_factor,hemodynamics,1.0,lactate_peak,1.5,1.5,0.0
dka_shock,svr_factor,hemodynamics,1.0,rescue_margin,1.0,1.0,0.0
dka_shock,svr_factor,hemodynamics,1.15,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,1.15,map_nadir,61.42,59.2,2.22
dka_shock,svr_factor,hemodynamics,1.15,lactate_peak,1.5,1.5,0.0
dka_shock,svr_factor,hemodynamics,1.15,rescue_margin,1.0,1.0,0.0
dka_shock,svr_factor,hemodynamics,1.3,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,1.3,map_nadir,63.64,59.2,4.44
dka_shock,svr_factor,hemodynamics,1.3,lactate_peak,1.5,1.5,0.0
dka_shock,svr_factor,hemodynamics,1.3,rescue_margin,1.0,1.0,0.0
dka_shock,svr_factor,hemodynamics,1.45,spo2_nadir,96.4,96.4,0.0
dka_shock,svr_factor,hemodynamics,1.45,map_nadir,65.86,59.2,6.66
dka_shock,svr_factor,hemodynamics,1.45,lactate_peak,1.5,1.5,0.0
dka_shock,svr_factor,hemodynamics,1.45,rescue_margin,1.0,1.0,0.0
dka_shock,contractility_factor,hemodynamics,0.55,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,0.55,map_nadir,51.208,59.2,-7.992
dka_shock,contractility_factor,hemodynamics,0.55,lactate_peak,1.807,1.5,0.307
dka_shock,contractility_factor,hemodynamics,0.55,rescue_margin,0.932,1.0,-0.068
dka_shock,contractility_factor,hemodynamics,0.6833,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,0.6833,map_nadir,53.575,59.2,-5.625
dka_shock,contractility_factor,hemodynamics,0.6833,lactate_peak,1.615,1.5,0.115
dka_shock,contractility_factor,hemodynamics,0.6833,rescue_margin,0.974,1.0,-0.026
dka_shock,contractility_factor,hemodynamics,0.8167,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,0.8167,map_nadir,55.945,59.2,-3.255
dka_shock,contractility_factor,hemodynamics,0.8167,lactate_peak,1.5,1.5,0.0
dka_shock,contractility_factor,hemodynamics,0.8167,rescue_margin,1.0,1.0,0.0
dka_shock,contractility_factor,hemodynamics,0.95,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,0.95,map_nadir,58.312,59.2,-0.888
dka_shock,contractility_factor,hemodynamics,0.95,lactate_peak,1.5,1.5,0.0
dka_shock,contractility_factor,hemodynamics,0.95,rescue_margin,1.0,1.0,0.0
dka_shock,contractility_factor,hemodynamics,1.0833,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,1.0833,map_nadir,60.679,59.2,1.479
dka_shock,contractility_factor,hemodynamics,1.0833,lactate_peak,1.5,1.5,0.0
dka_shock,contractility_factor,hemodynamics,1.0833,rescue_margin,1.0,1.0,0.0
dka_shock,contractility_factor,hemodynamics,1.2167,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,1.2167,map_nadir,63.049,59.2,3.849
dka_shock,contractility_factor,hemodynamics,1.2167,lactate_peak,1.5,1.5,0.0
dka_shock,contractility_factor,hemodynamics,1.2167,rescue_margin,1.0,1.0,0.0
dka_shock,contractility_factor,hemodynamics,1.35,spo2_nadir,96.4,96.4,0.0
dka_shock,contractility_factor,hemodynamics,1.35,map_nadir,65.416,59.2,6.216
dka_shock,contractility_factor,hemodynamics,1.35,lactate_peak,1.5,1.5,0.0
dka_shock,contractility_factor,hemodynamics,1.35,rescue_margin,1.0,1.0,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.45,spo2_nadir,89.25,96.4,-7.15
dka_shock,alveolar_oxygen_reserve,respiration,0.45,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.45,lactate_peak,1.748,1.5,0.248
dka_shock,alveolar_oxygen_reserve,respiration,0.45,rescue_margin,0.931,1.0,-0.069
dka_shock,alveolar_oxygen_reserve,respiration,0.5917,spo2_nadir,91.092,96.4,-5.308
dka_shock,alveolar_oxygen_reserve,respiration,0.5917,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.5917,lactate_peak,1.582,1.5,0.082
dka_shock,alveolar_oxygen_reserve,respiration,0.5917,rescue_margin,0.977,1.0,-0.023
dka_shock,alveolar_oxygen_reserve,respiration,0.7333,spo2_nadir,92.933,96.4,-3.467
dka_shock,alveolar_oxygen_reserve,respiration,0.7333,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.7333,lactate_peak,1.5,1.5,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.7333,rescue_margin,1.0,1.0,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.875,spo2_nadir,94.775,96.4,-1.625
dka_shock,alveolar_oxygen_reserve,respiration,0.875,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.875,lactate_peak,1.5,1.5,0.0
dka_shock,alveolar_oxygen_reserve,respiration,0.875,rescue_margin,1.0,1.0,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.0167,spo2_nadir,96.617,96.4,0.217
dka_shock,alveolar_oxygen_reserve,respiration,1.0167,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.0167,lactate_peak,1.5,1.5,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.0167,rescue_margin,1.0,1.0,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.1583,spo2_nadir,98.458,96.4,2.058
dka_shock,alveolar_oxygen_reserve,respiration,1.1583,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.1583,lactate_peak,1.5,1.5,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.1583,rescue_margin,1.0,1.0,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.3,spo2_nadir,100.0,96.4,3.6
dka_shock,alveolar_oxygen_reserve,respiration,1.3,map_nadir,59.2,59.2,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.3,lactate_peak,1.5,1.5,0.0
dka_shock,alveolar_oxygen_reserve,respiration,1.3,rescue_margin,1.0,1.0,0.0
dka_shock,airway_resistance_factor,respiration,0.8,spo2_nadir,96.4,96.4,0.0
dka_shock,airway_resistance_factor,respiration,0.8,map_nadir,59.2,59.2,0.0
dka_shock,airway_resistance_factor,respiration,0.8,lactate_peak,1.5,1.5,0.0
dka_shock,airway_resistance_factor,respiration,0.8,rescue_margin,1.0,1.0,0.0
dka_shock,airway_resistance_factor,respiration,1.0333,spo2_nadir,95.799,96.4,-0.601
dka_shock,airway_resistance_factor,respiration,1.0333,map_nadir,59.2,59.2,0.0
dka_shock,airway_resistance_factor,respiration,1.0333,lactate_peak,1.5,1.5,0.0
dka_shock,airway_resistance_factor,respiration,1.0333,rescue_margin,1.0,1.0,0.0
dka_shock,airway_resistance_factor,respiration,1.2667,spo2_nadir,91.583,96.4,-4.817
dka_shock,airway_resistance_factor,respiration,1.2667,map_nadir,59.2,59.2,0.0
dka_shock,airway_resistance_factor,respiration,1.2667,lactate_peak,1.537,1.5,0.037
dka_shock,airway_resistance_factor,respiration,1.2667,rescue_margin,0.99,1.0,-0.01
dka_shock,airway_resistance_factor,respiration,1.5,spo2_nadir,87.37,96.4,-9.03
dka_shock,airway_resistance_factor,respiration,1.5,map_nadir,59.2,59.2,0.0
dka_shock,airway_resistance_factor,respiration,1.5,lactate_peak,1.917,1.5,0.417
dka_shock,airway_resistance_factor,respiration,1.5,rescue_margin,0.884,1.0,-0.116
dka_shock,airway_resistance_factor,respiration,1.7333,spo2_nadir,83.157,96.4,-13.243
dka_shock,airway_resistance_factor,respiration,1.7333,map_nadir,57.567,59.2,-1.633
dka_shock,airway_resistance_factor,respiration,1.7333,lactate_peak,2.296,1.5,0.796
dka_shock,airway_resistance_factor,respiration,1.7333,rescue_margin,0.779,1.0,-0.221
dka_shock,airway_resistance_factor,respiration,1.9667,spo2_nadir,78.941,96.4,-17.459
dka_shock,airway_resistance_factor,respiration,1.9667,map_nadir,55.933,59.2,-3.267
dka_shock,airway_resistance_factor,respiration,1.9667,lactate_peak,2.675,1.5,1.175
dka_shock,airway_resistance_factor,respiration,1.9667,rescue_margin,0.674,1.0,-0.326
dka_shock,airway_resistance_factor,respiration,2.2,spo2_nadir,74.728,96.4,-21.672
dka_shock,airway_resistance_factor,respiration,2.2,map_nadir,54.3,59.2,-4.9
dka_shock,airway_resistance_factor,respiration,2.2,lactate_peak,3.111,1.5,1.611
dka_shock,airway_resistance_factor,respiration,2.2,rescue_margin,0.553,1.0,-0.447
dka_shock,lactate_clearance_factor,metabolism,0.45,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,0.45,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,0.45,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,0.45,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,0.5917,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,0.5917,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,0.5917,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,0.5917,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,0.7333,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,0.7333,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,0.7333,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,0.7333,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,0.875,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,0.875,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,0.875,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,0.875,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,1.0167,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,1.0167,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,1.0167,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,1.0167,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,1.1583,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,1.1583,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,1.1583,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,1.1583,rescue_margin,1.0,1.0,0.0
dka_shock,lactate_clearance_factor,metabolism,1.3,spo2_nadir,96.4,96.4,0.0
dka_shock,lactate_clearance_factor,metabolism,1.3,map_nadir,59.2,59.2,0.0
dka_shock,lactate_clearance_factor,metabolism,1.3,lactate_peak,1.5,1.5,0.0
dka_shock,lactate_clearance_factor,metabolism,1.3,rescue_margin,1.0,1.0,0.0
